ID-IMG-Meme, texto
DS_IMG_1692,ESTA MAVIDAD CID TEN PINO EN TU CASA T 
DS_IMG_241,YA USO EL FEMENINO INCLUSIVO: ciQUÉ MÁS QUERÉISQUE HAGAL? memegenerator.es 
DS_IMG_903,4Te quieres sentir viejo? Hace 18 años que Eleven fue antagónica en El Privilegio de Amar. 
DS_IMG_2580,"""Gracias por todo. Te veo en diciembre' -Yo; despidiendome de mi cobija_ "
DS_IMG_2341,When Apareces para asustar a todo el mundo But todos Comienzan hacer Memes de ti edd iProduccion [roducción! 
DS_IMG_1421,éTe acuerdas que me dejabas en visto? ;Te acuerdas! ~Ayyy. Siii!! 
DS_IMG_3073,TRABAJO EN EQUIPO macolep Oficial alamirdalauniversidaad.blogspot.com EN EL NACOLEP 
DS_IMG_2733,"Deberíamos No creo, es dejar de pelear? divertido y tus copas? Y tu moneda? "
DS_IMG_1732,"Mis y yo viendo como el proyecto que hicimos una hora antes, fue el mejor de la clase_ amigos "
DS_IMG_1569,LIT Conozco 19 lenguas diferentes. Ahora 20 
DS_IMG_705,Cuando me cuenta que hablé demasiado con una persona chismosa. doy 
DS_IMG_2185,GRACIAS POBELPUENTE MIGUE VALES MIL 7 NUNCA CAMBIES 
DS_IMG_1482,"Mi ex: Holaaaa Yo: Hola Mi ex: vamos al grano, no quiero volver contigo pero te extraño_ Yo: G "
DS_IMG_2501,#Terremoto SIMULACRO 19 DEGEPTIEMBRE NO EMPIECES SIN MI: 'Sismo de verdad NI TU SIN MI: 
DS_IMG_1975,LA NATURALEZA ES MARAVILLOSA 
DS_IMG_966,nuestros moods durante la cuarentena 
DS_IMG_2367,Se acercan las elecciones y. #QUEOLoRsITOA PIGEREGENPUESTo4 
DS_IMG_2264,Así se ven muchas usando esas Apps de maquillaje Élsrío JockeR 
DS_IMG_1963,Cuando se te desafina el Floyd Rose pero olvidaste la Ilave allen en casa qué eres así? guitarristas àPor 
DS_IMG_29,COMO LOS REGIOS CREEN QUE SE VEN COMO REALMENTE SE VEN Posted in rImexico reddit 
DS_IMG_1404,"eso me pareció la caída de un cerdo. 0 1 R Vaya, "
DS_IMG_2611,'La Selección Mexicana está empatando contra Jamaica en el estadio Azteca. Todos; iYa metan a Santiago Giménezi 
DS_IMG_3080,Cuando llegas a urgencias y te va a atender tu exnovia a la que engañaste  
DS_IMG_28,Pirbzepco L@S C@NGUHOS L@s@@NGuI@S~ RACISTAS S@N UTILIZAN RacISTAS S@ND PORQUE PoRQuEC NEGROS SON BLNcOS 
DS_IMG_146,SÁBADO LUNES 
DS_IMG_2093,"Mi amor_ EPor Porque era el día te casaste de blanco? más feliz de mi Vida Vale, ahora recuerdo porqué Yyo Ine Casé de negro Fffffff Tfffff FFFFF FuU puu FVCK EA. JUUu Uuuu- qué "
DS_IMG_1711,Nadie: Yo: 
DS_IMG_2206,CUANDO SE TE OLVIDA COMPRAR EL REGALO DE SAN VALENTIN YRECUERDAS QUEESTÁS SOLTERO 
DS_IMG_1237,CUANDO TE ESTA DANDO CON TODAS SUS FUERZAS   Aycaranba YSE EQUIVOCA DE AGUJERO. 
DS_IMG_3278,no vuelvo a decir GG 'yo pago y luego me transfieren' 
DS_IMG_2664,Hombres captando indirectas Hombres calculando los posibles grupos del Mundial 
DS_IMG_548,"MUJERES ESCUCHANDO CHISTES MISÓGINOS: @TQMI TEPASASTE, HI@ DE PERRAQ HOMBRES ESCUCHANDO CHISTES MISÁNDRICOS: Gant Es cierto, estúpido HA HA HA soy "
DS_IMG_2588,Como se arregló mi novia para la fiesta mexicana // Como voy a llegar 16 
DS_IMG_445,EL prINCIPIO De pltufina isabeS IdeNtFICAR cuando UN cueNtO 0 Una peLF eS sexista? 
DS_IMG_884,Dame un beso que me dure hasta el lunes* 
DS_IMG_2239,NUEVAS CEJAS ESTILO MCDONALDS 1 MEENCANTAD 
DS_IMG_892,El Guarromántico @Guarromantico_ Mi amix: Si este año me sale chamaco en la rosca me lo trago- ni que fuera la primera vez Yo: 
DS_IMG_1089,La venganza del monaguillo! MEME; NoticiR? 
DS_IMG_243,ERSCOOUIGNCDQNENIGES [GUSISPROMECESEO TEEMEDO 
DS_IMG_2610,"Llega Elon Musk a la fábrica de Tesla en Nuevo León Todos los empleados: iRayado 0 Tigre, inge? "
DS_IMG_307,VENGA ME BEBO TODAVIA UNA MAS TOTALMIMUJER MEVA A MATAR DE TODAS MANFRAS 
DS_IMG_534,"Una vez un viejo árabe dijo: ""Salehc sal nekas"" CaRcaadas; Si usted no sabe árabe lea de atrás hacia adelante. "
DS_IMG_328,"pablo @pollodetroya ese trapero arcangel cuando subio la story seguro estaba ""dejalo quiero que me cancelen "
DS_IMG_1823,AQUI EN EL TRABAJO CON TODA ZA ACTITUD 
DS_IMG_2478,"';Ah! Canijo, en la escuela le dieron los libros equivocados al profe "
DS_IMG_1733,ERESCOMOLA CERVEZA; [EGPENDEJAS} PERO MEGUSTAS 
DS_IMG_19,Creo queesionoshizoRACSTAS {is 1 
DS_IMG_1841,QUEPASA CONTODOS ESTOSMEMESMEICANOS 
DS_IMG_1603,9) <Tu novio se ve bien enojón Yo de novio: Esta semana no me has querido 
DS_IMG_3290,"iSABIAS QUÉ puedes saltar de un avión sin paracaídas, pero sólo una vez? "
DS_IMG_357,"Revisión ""urgente"" de los protocolos contra la violencia machista "
DS_IMG_1567,Jeep Emirate Fly SISTENCIASEMLO QUE[A DE Año: 2 1 Rakuten  ASISTENCIASENZOQUE VA DEAñO: 2 Porque |o importante es reír MEMEDEPORTES COM Fly 
DS_IMG_1272,Esas miradas que enamoran 
DS_IMG_1760,When ves que tu amigo le esta dando un ataque de epilepsia asi que le pones una musica de skrillex para que piensen que esta bailando :V Me siento como un héroe xdxd 
DS_IMG_638,Tampoco era meter tanto nitro papi. Awantaaaa 
DS_IMG_2482,FELIZ Vía %el Padre 
DS_IMG_1538,GUDADO/QU MES UqhÉS7RoDiAIEž 
DS_IMG_2623,Chivas y Tigres replicando la final del mundial en Qatar #FinalLigaMx joda; esto si es fútboll 
DS_IMG_73,EN REDES SOCIALES EN PERSONA 
DS_IMG_413,ati Smith @Trumperizar Maluma diciendo que las conductas sexistas deberían ser sancionadas. 
DS_IMG_1226,spider-man lejos del rancho Próximamente en cines 
DS_IMG_2536,yo 2021 
DS_IMG_3150,Cuando muerdes la empanada y aún está caliente. 
DS_IMG_593,El que adivine donde tiene la moneda; puede tomar H bebe hoy. 
DS_IMG_2035,CUANDOTUCAMELZO TIENE MATRICULA PAR memegenerator 
DS_IMG_1907,"Todas las mañanas 5: 00 a , M eY sicanundoumdomodaicooudaoonico? | "
DS_IMG_599,A veces solo necesitamos esto: @amoresdeparejas 
DS_IMG_2002,Queno estoy borracho 1 puedocaminar solol 
DS_IMG_1881,J@IAJA QUEOCURRENTES SON LOS NACOSI creada en GeneradorMejly zcu 
DS_IMG_544,El taquero: iY la güerita joven? Yo: Ya es piña de otro taco. El taquero: 
DS_IMG_2592,"Yoenla Tila virtual para los boletos de Luis Miguel Sin esperanzas, ni ilusiones "
DS_IMG_2560,[EZZZDIA DEL ESTUDIANTE 
DS_IMG_628,ARUSA  CUANDo YA VAS A CAMBIAR TUS LLANTAS PERO DE LADO PARA QUL SE GASTEN PAREJO 
DS_IMG_2565,ona ona DT 'ARGENTINO Tl [HAY RETAI SELECCIÓN MEXICANA AT&T AT&T cno ARGENTINO Aca(e 
DS_IMG_1289,cuando te untas carne Para que los perros Te maten a mordiscos y salir en las noticias Pero te terminan violando y suben El video a youtube Oh; portodoslos sielos >:v ES slex Katosmemes 
DS_IMG_3166,Que susto me he pegado; pensé que era lo del mono ese. Memes vira 
DS_IMG_2344,SILA PCR DE LA NARIZ ME DA Posnivo YLA DEL CULO NEGATIVO öSOY UNA PILA? AlXIW 
DS_IMG_2769,#CÓMO HACES PARA QUEDARTE HASTA TAN TARDE DESPIERTO Y NO LEVANTARTE CANSADO? ESGESMISECRETO CPIIÁN SIEMPRE ESTOY CANSADO 
DS_IMG_707,Mi cara cuando salgo del trabajo Quoboju Sabiendo que no hice nada en todo el día 
DS_IMG_2552,PAIS DONDE TE CAPACITAN COMUN MACRO SIMULACRO (( YTERMNANDO TE EVALUAN GONUNSISMO READ 
DS_IMG_1548,nu8sios besos son como elotes de feria Siempreterminan en nalo 
DS_IMG_1431,CUANDOJUEGASALA LOTERIA PTUAMIGA DEPERÚ NOLEENTIENDEALOS ALBURESMEXICANOS memegenerator  
DS_IMG_1695,"Empieza a llover"" Automáticamente yo: i Ahhh, gue sueño tengo "
DS_IMG_1130,HIJO Y COMO TE FUE EL PRIMER DIA CON EL PADRESITO DE LA IGLESIA 
DS_IMG_2944,"EL CICLO DE JUEGO DE TRONOS ESTA Es LA PUTA MEJOR SERIE DE LA HISTORIA No VOY A VOLVER A VER CREO QUE HE ESTA <ERIE DE MIERDA ENCONTRADO Mi EN LA VIDA NUEVO PERSONAJE FAVORITO iiinooooooooooow jiME CAGO EN [A PUI Al! äiPERO POR QUE , JODER!? DOGHOUSEDIARIES JUEGO DE TRONOS Y esa relación de amor y odio que nos hace sentir más en cuantarazon com "
DS_IMG_3175,ANATOMIA DE UN CARACOL CARA ~ COL 
DS_IMG_252,MUERTEALPATRIARCADOASESINO ELHOMBREESVIOLENTODENACIMIENTO CADADíALAMISMAMIERDA; PERONOSALENABUSCAR ALIMENTOS. 
DS_IMG_235,"Las manos no las tengo así_ prietas, horribles; nacas "
DS_IMG_2392,NO SE DICE DONDE ESTAS SE DICE ONTAS? 
DS_IMG_1940,no te veias En público. con tu ex. 
DS_IMG_1774,cuando sales tiempo después de tu pueblo en la ciudad 
DS_IMG_1905,DAME Un MoMENTO ZLAMARE A UN AMMIGo EXPERTO EN PENDEJADAS Pá EFECIIVAMENTE RICK SIESUNA PENDEJADA 
DS_IMG_1477,"""Yme borras a esa tipa ahorita mismo 25 raa 3   0 Sey "
DS_IMG_2469,El: eres muy bonita pero odio a las que ven memes son muy ingenuas y pendejas Yo: y este personaje &2 MEMES 
DS_IMG_1050,QUÉES UNIABON4ZUL? UN PITUFOIUDio 
DS_IMG_156,NO ERES TÚ ES TU NIVEL SOCIOECONÓMICO 
DS_IMG_1350,vivimos en un mundo tan chiquito que me das miedo ELJOKER  
DS_IMG_2466,"Físicamente estoy en el mes de abril, mentalmente estoy en los puentes de mayo_  MAYO LCau pero "
DS_IMG_1397,prefieres? ver gas ver gotas Bu Mc 2 309 iQué 
DS_IMG_3142,No te asustes que la cola que tenemos que sostener es la del vestido -. ChisteseLcon 
DS_IMG_378,ELLA NO ES EMOJADA CUANDO VE UNIMESEXSTA ELLA SIEMPRESESIEHITEMALPOR LOSHOMBRES QUE LOS HACEK} YA QUEPROBABLEMENTEVARASER SOLTERORARASIEMPRE makeameme org 
DS_IMG_1518,Entonces solo amigos si Mesero me cobra en cuentas separadas porfa . 
DS_IMG_2757,Jugamos como nunca y perdimos como siempre FEMCD 
DS_IMG_2301,Tengo fríojera. iQué es eso? La combinación de frío y flojera. 
DS_IMG_190,QUE PASE EL DESGRACIADO !! 
DS_IMG_758,@yo Cuando mi mamá llega a la casa con mi comida favorita 
DS_IMG_3046,DBEMOS L@S PR@BLEMAS @uRAS GREGUA 
DS_IMG_3070,"when dices que en tu conalep no se embarazan 'pasa una Morra, embarazada rur Ya nos @Eistes? conyici "
DS_IMG_377,MUJERES HOMBRES VEOANIME Tengo que soportar chistes Las mujeres machistas y sexistas en todos los ámbitos de mi dicen onvre vida diaria 
DS_IMG_2816,COMO CUANDO TE AVIENTAN @ LA FRIENDZONE Y TÚ NI ENTERADO EL DEFORMA olusco 2 
DS_IMG_1730,"X @froggyposting  y si algún dia te caes, siempre estaré allí para reirme yo "
DS_IMG_3026,Quees Lo que más odian dela actualidad? 
DS_IMG_1296,@UEIUDTO MAS GRACIOSO? AHORA METANLO AL HORNO! emegen es 
DS_IMG_349,cuando te gritan machista misógino opresor de la mujer y no entiendes por que te lo dicen 
DS_IMG_358,USA Sa MEX Mar Ia 44 mionesdoi 47 JN Chc 64 Wiezcii ar Bsos E5tonue CHICAS DELCZIMA Furo {5' 342 Kar CHINA 83 SIR 
DS_IMG_557,"Así quedó mi primer pastel , no se si decorarlo 0 cogermnelo. "
DS_IMG_2069,Después de terminar la rutina del gym Kuios Ann 
DS_IMG_2913,Qué haces ~Me regalaste muchas picafresa aquí? 
DS_IMG_545,Cono cuando el monaguillo africano ya creció y tomó venganza 
DS_IMG_1408,NO SE APENE SIENTESE A LEER K 2 8 Mu Mmhn 12 Mi 2 
DS_IMG_481,@estebancoach Ysi la demostración de amor no era heterosexual Ilamaba perversión #BuzzLightyear 
DS_IMG_883,UFF QUÉ SEMANA ESTOY MUERTA 
DS_IMG_1345,NUNCA HE ENTENDIDO QUÉ SIGNIFICA QUE TE LA METAN DOBLADA YAESTAS ALTURAS TENGO MUCHO MIEDO DE PREGUNTAR: imgflip-com 
DS_IMG_969,Amor; desde aquél accidenteva no me focas 
DS_IMG_134,"En la oración siguiente ""La gente muere del coronavirus' {Donde está el sujeto? Ena calle sin mascarilla pegacito de to el mundo "
DS_IMG_213,Perdon pero No hablo con géntequno tuvo 85 @o CIxog 
DS_IMG_3213,iDios mio! tu Hijo esta Muerto Escenas de Peliculas 
DS_IMG_3024,@DOSUS ESTADOS DEFUTBOL @SIQUEPONDREWIESTADO PARAQUESEPAN QUELOQDiO mengganaatores 
DS_IMG_2849,Yesoquedecian quenuncaiba aseqviF para nada 
DS_IMG_2855,ODIOLA VIDA ODIO [ZA VIDA makeameme org 
DS_IMG_788,Se estaba bañando y le entró jabón en los ojos a la pobrecita Driok Elbbdoor 
DS_IMG_1516,Yo: ya no voy a gastar en cosas innecesarisas También yo: compré una colcha de huevo 
DS_IMG_2928,"Está bien, hermana. Sabemos que no te refieres todos los hombres, sino algunos, Odio a los hombres Los machirulos que se ofenden si se han dado por aludidos por algo Odio a las mujeres aunnTTce "
DS_IMG_1808,SEñOB TRUMP FRn PODRIA PASARME MI TANGA] QUESEMEVOLO 
DS_IMG_339,"COMMPARARFEMINISMO COMMACHISMO ESPONERIEUNCARIELQUEDIGE ""NOTENGOLDEADELOQUEHABLOP "
DS_IMG_2990,señor Calamardo; Venga @ ver-@sto odio cuando odio cuando un velociraptor bicefalo dio cuando un velociraptor me tira bananas cuando estoy estudiando odio cuando me dejan en visto odio cuando un power ranger me viola 
DS_IMG_2346,"Yo iba cruzando la calle asi, cuando de repente aparece esta loca de la nada "
DS_IMG_988,HACE UN CHISTE DE HUMOR NEGRO TAPRESO POR RACISTA memegenerator es 
DS_IMG_2551,LESICAIGO EL JULIO ESTÁ POR ARRANCAR SABADO 
DS_IMG_1734,Cuando estás toda contracturada y te estiran la espalda. 
DS_IMG_914,Cuando ella te dice: El tuyo es perfecto. Los otros grandes lastiman. 
DS_IMG_2498,ESTA ES MI PELICULA DE BASTAMII FACEBOOK 
DS_IMG_1435,perdón; ya te traje una cob. Wey 
DS_IMG_1419,"2019: ""No voy a descargar TikTok, que cringe la vdd 2022: Amá mira esta recetaque me ví en Tik Tok "
DS_IMG_717,UN APLAUSO @MeggieDY PARA ESOS HOMBRES QUE AUN SON CABALLEROS 
DS_IMG_1375,Voz Y entonces somos ? DJ CHARLY Nada; Gracias por la cogida. qué 
DS_IMG_286,/O@LR@UMZ] OO Me DASASçOPenD@JA! 
DS_IMG_2632,"azaran IMEXICO Ahorita hablamos de representar bien a México, nomás deja que se vaya este pendejo rystal Y8im HOnDA "
DS_IMG_1715,Yo comiendo lo que hizo mi amorcito // Mi amorcito comiendo lo que yo hice 
DS_IMG_2993,Yo y mis compas creando un mundo en maincra: mis compas después de 2 semanas de puras peleas tóxicas perder nuestras cosas enel nether: OaRkiakx Yoy yde 
DS_IMG_1749,CHICO GUAPO BUSCA NOVIA 
DS_IMG_1892,Necesitó ir al baño_ Necesitó ir al baño_ Necesitó ir al baño_ Necesitó ir al baño_ La traigo así weeey. 
DS_IMG_1639,Estoy HARTO DE HACER LA TRA BAJA(ION CarGANDO yunaolita 
DS_IMG_798,"-iQué tenías que decir? ~Que los mexicanos descienden de los aztecas, los peruanos de los incas y  -Pará, éy dijiste? ~Que los mexicanos salieron de los indios y los brasileños de la selva. @memestoimeando qué "
DS_IMG_2186,M imemeflix Cuando te sirven el pozole Pero lo pruebas y está bien caliente MEMEFLIX 
DS_IMG_2063,Cuando te arrestan y vas Bâsuralagt a la cárcel y al Ilegar ves a tu amigo de la infancia Memedroia MEALEGRO DE VERTE YQUE TERRIBLE QUE ESTÉS AQUÉ 
DS_IMG_2130,Amors cestas enojada? No. -Segura princesa? Si. ~Aver una sonrisita 
DS_IMG_1078,Idn Space Ravgek LGHTYEAR RATO Femenizadoro Censura 
DS_IMG_2844,Cuando ya está a punto de cantar Rihanna García Luna 
DS_IMG_2486,~Fue al Miniso y le dio coronavirus 
DS_IMG_616,Paco; i te ha gustado la mamada? Arrggff 
DS_IMG_1342,NOOOO NO SABESEIBUREAR 
DS_IMG_2974,La música norteña es iPor qué? para nacos Pero teorica Por los corridos musicalmente cpor Eleycho clentinca Pus' porque el rock es cultura y as1 que? 
DS_IMG_983,imagínate Ilegar a tu casa _ @SOPAFUDE y encontrarte con esto 
DS_IMG_9,TRÁILER 'LA SIREIITA' (2022) 'LA SIRENITA' (1989) RACISMO 'BAJO EL MAR' SÁBADO 27 MAY laSexta noticias 14838 
DS_IMG_3101,NO VOLVERÉ A DECIR PALABROTAS WWW cabrasospartanas com 1 #QUÉ MAÑANA ES LUNES OTRA VEZ ? i SU PUTA MADRE! 
DS_IMG_1423,[Cuando acabas de tener una Idiscusión con tu madre y sin Iquerer das un portazo 8 
DS_IMG_1966,"Todos hablando de Anonymous México: MDCAMUES VLCTORIA , PANIN] "
DS_IMG_1969,VI TUS ESTADOSDEFB TEVAA LLEGARUN DICCIONARIO ESTANAVIDADH 
DS_IMG_827,Ángela @salemv Amigos; es justo acá 
DS_IMG_1707,"Cuando por fin tienes novia y ella te comienza a decir ""eres mi bebé mi bebito fiu fiu"" "
DS_IMG_1115,Caer del cielo una hermosa mañana 70 Jenny Rivera La Guadalupana 
DS_IMG_69,21:11 4 mgoiha LOS ECUATORIANOS SON MOMOS 
DS_IMG_2997,NO PATRICIO DECIR KAWAII Y SER OTAKU NO TE HACEJAPONÉS memegenerator.es 
DS_IMG_1295,"El Uber: me equivoqué de ruta Automáticamente yo: Si como no Ya he visto la Rosa de Guadalupe Ay , "
DS_IMG_1041,"Papá, iviste el Rolex del señor que pasó? hijo. QPor qué? Pregúntame la hora.. No, "
DS_IMG_2756,Nilnosshicieron su esfuerzo frracasaron miserablemente: lección es: nunca se esfuercen. 
DS_IMG_2139,"Cuando estás viendo Ias noticias con tu esposa relaclonadas con una mujer que mató a su marido; yella murmura: ""A mi nunca me podrán agarrar"" "
DS_IMG_1614,GUERRA DE ALBURLQ COMENTENSU MEJORALBURW memegenadtore 
DS_IMG_1281,CUANDO ME ROMPE LA TANGA EN VEZ DE CORRERLA Te parece que somos ricos 
DS_IMG_1528,"Alfredo Adame: Esto es más doloroso de lo que parece""_ 5 Peucedt "
DS_IMG_2819,#ALFREDO ADAME SALE DE SU C9SA+ MEXICANOS EN CORTO: EL DEFORMA 
DS_IMG_127,EMPATAR CON AUSTRALIA PARA PODER ENFRENTAR AL PORTUGAL DE CRISTIANO Cosas de hombres 
DS_IMG_2357,necesito sufragar 
DS_IMG_2148,Yo: Espero con ansias que sea mi día libre Yo en mi día libre: 
DS_IMG_1956,[EZDA DEL ESTUDIANTE memegeneratores 
DS_IMG_1083,Es imposible representar todo un con una sola fotograf . país 
DS_IMG_2351,"@uando estas viendo e vfdeo de doss sobr@ Mono 58assa Yte llega un mensaje con nume@ Japones Esto es real, hijo Qaei "
DS_IMG_2714,"no está el Chef Herrera pero sí Tatiana y Bebeshita, Dios da, Dios quita_ #MasterChefJunior "
DS_IMG_1613,"Haz lo que quieras total tú y yo no somos nada Vivo 22835 23 6"" "
DS_IMG_2813,Marvel: Hagamos la película más grande que se haya creado con 40 personajes en escena y que ninguna película de la competencia la pueda superar. DC: Suelten al payaso. Gn HAFPY 
DS_IMG_3269,Ya mero esta el caldo y se ve que va a estar bueno 
DS_IMG_666,"OYE, &NO ME HARÁ DAÑo VIVIR ASf? CÓMO? COMO MASCOTA &ASí "
DS_IMG_92,CUANDOERES TANEUROPEO CNNVERDE QUELOSINGLESES SONTUSVECINOS 
DS_IMG_2270,i AY MIJA ! NI CÓMO AYUDARTE 
DS_IMG_345,Hombre machista trata mala su esposa y luego se arrepiente Sandra Deohfinuaclón Joven 4l Punto 
DS_IMG_2541,#CambioDeHora #HORA #Mexico #reloj NYPd Hora adelantada Hora atrasada 
DS_IMG_62,8527dB9uSTQI Dbetadosun2oSE @@SC053 AUigio ae iSolo Hay 3 SoSEcMosos:KyLE Por JUDfo Token Por WEGexVKENNY Ror Pobred Glicus 
DS_IMG_1740,VOYAJUGARHE UHALBUR COhUNA BARAIADEORO 
DS_IMG_3268,tanto lio por_que_fui 7 dias a pescar esta semana Del 02(Pesca {enerales GAcore CUe) DEPORTND 
DS_IMG_752,"Tessa Denae @tessa_denae Pensé que me veía bonita, pero mi novio me dijo que me parecía a Patricio Estrella hoy "
DS_IMG_2135,CUANDO DESCUBRES TUTORIALES EN POCO A POCO VAS YTE HACES PRACTICANDO EXPERTA YOUTUBE 
DS_IMG_1960,Si estas triste porque vas 0 pasar solo el San Valentin ~ Recuerda que tambien vas a estar solo el resto del año! 
DS_IMG_734,Mujeres: Los hombres no saben encontrar el clitOris Mujeres con el nepe: @memespmax2 
DS_IMG_390,El corazón Razones que La razón la razón desconoce 
DS_IMG_2608,Todo Mexico cuando empezó Temblar #Temblor #Sismo #CludadDeMexico Estaes una que todos se saben 
DS_IMG_2173,"Qatar sea como, no puedes ir a casa si estás jugando en casa "
DS_IMG_1104,Le di $5 pesos a la payasita yque se encabrona 
DS_IMG_1244,"Si te muchos besitos, ise te pasa el enojo? Yo: Cuantos? doy "
DS_IMG_3279,"Cuando me casé contigo yo estaba loca, ciegaboba Lo peor es estúpida! que no te recuperas "
DS_IMG_3230,Cuando me quedo solo en casa Y escucho ruidos  
DS_IMG_577,"Amor; no peleemos, es malo 'para el bebé iCual bebé? YO, TU BEBITO FIU FIU "
DS_IMG_440,No es un balón es un señor gordito_ KOZU 
DS_IMG_79,No te burles de Ios negritos C P no seas racista Chullo Papo ~Los negritos 
DS_IMG_10,NO PUEDES SER RACISTA SI NO EXISTEN MÁS RAZAS 
DS_IMG_1491,Un capítulo más y me voy a dormir. 2 temporadas después: IG: 4juancho8 
DS_IMG_3274,VerDAd Lo QuE ACABO de SOnAR 9ue 1 Me ENGANAs Con UNA MoDELo RuBiA ? '0 àES 
DS_IMG_192,Bolivia enojada y muy seria me dijo: ~TE MUDAS AHORA MISMO CON TU TíO ANDRES MANUEL!! 3 RATES 9EC 
DS_IMG_3028,cuando un niño me mira fijamente durante 10 minutos: Jobti607 Que hagosuper? Memato? 
DS_IMG_847,"~iQué edad tiene doctor? ~43 ~Ya está viejo Sí, pero aún me queda más vida que a ti "
DS_IMG_3121,LA DELINCUENCIA CADA VEZ ES PEOR 
DS_IMG_83,HOLA SOY KEVIN RUsCO ATIPRIMA 
DS_IMG_598,"EL HOMBRE QUE EL HOMBRE UE Q0 TODA MUJER DEL QUE SE RECHAZA ENAMORAN EFAC ""@ECFFXACC "
DS_IMG_408,Cuando a la mitad del postre me acuerdo que estoy a dieta 
DS_IMG_2987,"HAY TRES COSAS QUEODIO HABLARDE POLITICA, RELIGIÓN YLA VIDA AJENA memegenerator es "
DS_IMG_163,Premiosde laAcademia @lasismo Tacismoy hasta Sergio Goyri GN+o Alfonso Cuarón (N 
DS_IMG_2618,Facilmente Nicola en su otra vida puede ser un meme #LaCasaDeLosFamososMx 
DS_IMG_56,cuenta UII chiste racista hay um negro de 2 metros detrás de el CANhASchEE2 
DS_IMG_1626,Cuando tu ex publica una foto con su nueva pareja diciendo: Eres el amor de mi vida Yo también lo era 
DS_IMG_1179,Eeee que onda | Despídete bien 
DS_IMG_895,"~Yse besaron? cómo crees, solo somos amigos ~No, "
DS_IMG_921,Yo en cualquier chisme del trabajo que claramente no es de mi incumbencia. OYE PERO QUÉ PASO @ QUÉ 
DS_IMG_2659,Mi mamá: :Dónde están todos los manteles de esta casa? Mi hermano y yo viendo el mundial: 
DS_IMG_2531,HOY ES EL DíADELINGENIERO; MIGGTA7O 
DS_IMG_2071,[QUEROMORR 8 PEROMEACUERDOQUEZ.EGOLA] 1 [@ADSEIEHASA 
DS_IMG_2389,UNLUAAR COM EDITFIQOS ENORTES Y POM GENIE PASEEITDO PAPIGAENIIG 4108 [UDIOS: Super%kaí;o18 
DS_IMG_203,Fiesta de nacos D j TikTok ancco 
DS_IMG_1575,Qundoeque te @ {u trahao sedeqpfdlede ( paquueyarennciara TE HAS QUELTO FUERTE '@qpadito 
DS_IMG_724,"Si me pagaran por hacerme ilusiones con quien no debo Rss"" "
DS_IMG_1172,eUnos chupes? lengua? :Qué? 2Qué? èDe 
DS_IMG_1547,Todavía no es halloween y ya me disfrace de tu pendej@ 
DS_IMG_371,"#TODAS Y TODOS? #TOD@S? cTODXS? cPA QUÉ? iTODOS! LALENGUAEPPAfÑOLA ES ""AZíN""MOESMACHISTA, HA SIDO ASI DE TODA LA VIDA memegenertor es "
DS_IMG_2342,cCómoledigoque esbanzânormâP 
DS_IMG_1274,VEGETA PONTE DE PIE LO ESTOY 
DS_IMG_1230,àEsto querías Ella: Sil 
DS_IMG_528,2020 2080 Mira hijo encontré Mira hijo encontré una foto de tu una foto de tu abuelo abuelo 
DS_IMG_1545,"Hola hermosa, iTe gustaría trabajar moviendo mesas? iMesas? Sí, moviendo mesas nalgotas. "
DS_IMG_2597,"Oigan; iy va a pasar mañana con los aparatos electrónicos, que están configurados para adelantarse una hora por el horario de verano, si en México ya no existe? Ql 0 qué "
DS_IMG_1935,"HOLA QUERIA CAMBIAR EL TRASTO ESTE LLEVA FALLANDO DESDE VERANO | YQUERMADEVOLVERLO YSI PUDIESENCAMBIARME TAMBIÉN EL FAX, ESTARIA GENIAL. Jo Ilis porecidos ruznables en MEMEDEPORTESCOM "
DS_IMG_862,NACE JESÚS* S(xI67sII LOS PECESENCORTO:  QjEY 
DS_IMG_3155,POR FAVOR SI VAN A DAR LATA Modelo Modelo | Model QUESEAN DE ESTAS sovoesmadroso SoyChingon  soyMcxicano 
DS_IMG_209,Las malvinas-~ ruyas mi quispe Hermoso limakistan 12 9K 
DS_IMG_1649,Yo en el gym pensando si hice bien en pagar todo el mes_ 
DS_IMG_3139,"Jajajaja que bienl! Una oveja) dos ovejas, tres ovejas "
DS_IMG_2098,Tu cara euando e] profesor te ve copiandole Ia tarea 9 7/ compañero IaNhas(hb67 
DS_IMG_1263,CUANDO ENFRENTAS A CRZ NO EL PERO YA PUDISTE CON MESSII Hlilelocrefste? MUNDO! DEL MEJOR E iOH 
DS_IMG_848,Perdón por el retraso 
DS_IMG_3251,"Cariño, sí? no puedo hablar;) Pues mira estoy por el conduciendo retrovisor &Ah "
DS_IMG_2850,"Cuando no te contesta, te trata mal, 1 te deja en y no te demuestra ningún interés:. 082 Esta me gusta. visto; "
DS_IMG_3146,Mi harto de verme todos los días en la casa. gato 
DS_IMG_573,EL SUEÑO DE TODA MUJER Viltorzinko 
DS_IMG_1441,Poder darse como cajón que no cierra sin ser novios iUff! 
DS_IMG_1351,Cuando te pasan la lengua por la panocha: 1 
DS_IMG_828,PUEDE QUESEA CIEGO PEROAL MENOS NO SOY NEGRO 
DS_IMG_2095,ESTUVIMOSVIENDO TU MURO ENFACEBOOK ESIEAÑO TE VAMOSA REGALARUN DICCIOMARIO meegeDCTaLORE 
